rating,description,title,company,popularity,image_urls,releasedate,images,directors,writers,stars,time,genre,totalrating,total_cast
4.1,"
                    A family returns from a Grand Canyon vacation, haunted by an ancient supernatural entity they unknowingly awakened and engages them in a fight for their survival.
            ",The Darkness,Blumhouse Productions," 
               From , 
               ,
                    40
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjIxMTg2NjAyMV5BMl5BanBnXkFtZTgwNDE5ODIxODE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjIxMTg2NjAyMV5BMl5BanBnXkFtZTgwNDE5ODIxODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/39ae1284ebe3bb5417d535b8244d1c9e2d73572f.jpg', 'checksum': 'd259e0197023ac21f65f375df8f76afd'}]",Greg McLean,"Shayne Armstrong,Shane Krause","Kevin Bacon,Radha Mitchell,David Mazouz",,,"1,884","Jennifer Morrison,Lucy Fry,Kevin Bacon,Radha Mitchell,Ming-Na Wen,David Mazouz,Matt Walsh,Tara Lynne Barr,Paul Reiser,Ilza Rosario,Parker Mack,Krista Marie Yu,Trian Long Smith,Jamie Bernadette,Judith McConnell,Christopher Darga,Sara Mornell,Alma Martinez,Al Coronel,David Babbitt,Jocelyn Ayanna,Katie Bogart Ward,A.J. Tannen,Yoshio Be,Chad Heffelfinger,Stacey Bender"
6.8,"
                    Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.
            ",Money Monster,TriStar Pictures," 
               From , 
               ,
                    16
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTgzMjU1NDUwMl5BMl5BanBnXkFtZTgwODg1NjY0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg","13 May 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTgzMjU1NDUwMl5BMl5BanBnXkFtZTgwODg1NjY0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/2029deab34749a1a72392a9d8fdc36ce7aff140b.jpg', 'checksum': '8e2ff4edb8186d5e8c8041ebfb458960'}]",Jodie Foster,"Jamie Linden,Alan DiFiore","George Clooney,Julia Roberts,Jack O'Connell",,,"11,198","George Clooney,Julia Roberts,Jack O'Connell,Dominic West,Caitriona Balfe,Giancarlo Esposito,Christopher Denham,Lenny Venito,Chris Bauer,Dennis Boutsikaris,Emily Meade,Condola Rashad,Aaron Yoo,Carsey Walker Jr.,Grant Rosenmeyer,Jim Warden,Joseph D. Reitman,Olivia Luccardi,Grizz Chapman,Robert C. Kirk,Genevieve Adams,Daoud Heidami,Anthony DeSando,Ivan Martin,John Ventimiglia,Dominic Colón,Chad Jennings,Cliff Moylan,Brian Edwards,Jimmy Gary Jr.,Frantzy Orisma,Greta Lee,Charlie Thurston,Patricia Dunnock,Sahr Ngaujah,Vernon Campbell,Hye Jin Jang,Daniel K. Isaac,Darri Ingolfsson,Svavar James Kristjansson,Makhaola Ndebele,Jamar Greene,Rob Falcone,Jenny Joslin,Bobby Kruger,Tyler A. Griffin,Diomargy Nunez,David Healy,Matt Walton,Kate McGee,Pun Bandhu,Jake Choi,Nick Boraine,Jeff Witzke,Mizel Faison,Bryan Burton,Frank Pando,Rina Mejia,Katy Grenfell,Tanisha Scott,Shauna Mitchell,Pedro Morillo Jr.,Tamara Treadwell,Kaeche Liburd,Wahnita King,Andrew James,Daniel Moore,Tony Terrell Alston,Paul Douglas Anderson,Rob Ashkenas,Aaron Ayhan,Sashakay Bennett,Deanne Black,Clay Blanchette,Roger Brenner,Dante Briggins,Justin J. Britton,Giulia Brunamonti,Lori Burch,Marko Caka,Desiree Caprice,Liz Celeste,Clem Cheung,Peter Conboy,Denise Crisci,Gina Diaz,Jennifer Dong,Jedidiah Dore,Erina Eda,Dina Engel,Stuart Engelsen,Lindsay Dyan Epp,Mark Falvo,Courtney Leigh Goodwin,Matt Gorsky,Philip Greene,Katherine Haber,Annie Hall,Jonathan Harris,Laura Hart,Mohammed Hossain,Hsing Huang,Holly Jian,Lisa Jiang,Christina L. Johnson,Anthony S. Lenzo,Adam Lubarsky,Tara Maldonado,Aly Mang,Farrah Martin,Laura Meakin,John Mitchell,Leslie C. Nemet,Ashley North,Mark F. O'Brien,Hal Panchansky,Katrina E. Perkins,Sabrina Piper,Ryan Preimesberger,Prashant Rai,Mary Joy Raines,Alfredo Romeo Suarez,Cory Saint-Laurent,Akua Santewa,Christina Saragaglia,Rodney Sherman,Nancy Ellen Shore,Rachel Emma Slack,Guy Sparks,Rachel Stanwyck,Cameron Sun,Justin Thomas,Paul Thornton,Nicole Tyree,Jason Vendryes,Pernell Walker,Darren Whitfield,Justin Michael Woods"
8.0,"
                    A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.
            ",The Wailing,," 
               From , 
               ,
                    325
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/1917dc09be2fbfa40a4afb0976c7cd8d0e2ec2d2.jpg', 'checksum': '2da183c80da0d7aaa4ab486011157e3e'}]",Hong-jin Na,Hong-jin Na,"Jun Kunimura,Jung-min Hwang,Woo-hee Chun",,,444,"Woo-hee Chun,Jung-min Hwang,So-yeon Jang,Han-Cheol Jo,Jun Kunimura,Do Won Kwak"
7.9,"
                    Two crooks with a fondness for old Hollywood B-movies convince a languages student to help them commit a robbery.
            ",Band of Outsiders,Columbia Films," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMjIyOTA0Njk3Ml5BMl5BanBnXkFtZTgwMzY0NTA2ODE@._V1_UY268_CR4,0,182,268_AL_.jpg","5 August 1964 (France)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjIyOTA0Njk3Ml5BMl5BanBnXkFtZTgwMzY0NTA2ODE@._V1_UY268_CR4,0,182,268_AL_.jpg', 'path': 'full/f1773ddfe0279dd4944b74a5ba9d2ac76475593a.jpg', 'checksum': 'fab2c643767785a1d173d04f93fe02b2'}]",Jean-Luc Godard,Dolores Hitchens,"Anna Karina,Claude Brasseur,Danièle Girard",,,"16,165","Anna Karina,Danièle Girard,Louisa Colpeyn,Chantal Darget,Sami Frey,Claude Brasseur,Georges Staquet,Ernest Menzer,Jean-Claude Rémoleux,Michel Delahaye,Louis Jojot,Claude Makovski,Michèle Seghers,Jean-Luc Godard"
7.4,"
                    Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.
            ",Pelé: Birth of a Legend,Imagine Entertainment," 
               From , 
               ,
                    688
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTg2NzQwMzQyMF5BMl5BanBnXkFtZTgwNzkzODk2ODE@._V1_UX182_CR0,0,182,268_AL_.jpg","13 May 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTg2NzQwMzQyMF5BMl5BanBnXkFtZTgwNzkzODk2ODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/7344af6f1d81b553f308772e2805e60f0eed67f7.jpg', 'checksum': '6cb0ef6f59c0e593b99491dd20d3ee9e'}]",Jeff Zimbalist,"Jeff Zimbalist,Michael Zimbalist","Vincent D'Onofrio,Rodrigo Santoro,Diego Boneta",,,"1,521","Vincent D'Onofrio,Rodrigo Santoro,Colm Meaney,Diego Boneta,Pelé,Seu Jorge,Kevin de Paula,Tonya Cornelisse,Mariana Balsa,Leonardo Lima Carvalho,André Mattos,Sven Holmberg,Brandon Wilson,Vivi Devereaux,Seth Michaels,Felipe Simas,Ivan Orlic,Mariana Nunes,Milton Gonçalves,Adriano Aragon,Phil Miler,Eric Bell Jr.,Garcia Júnior,Marianna Nunes,Thelmo Fernandes,Julio Levy,Rafael Henriques,Roger Haag,Jerome Franz,Jon Cotterill,Charles Myara,Arthur Jansen"
7.4,"
                    When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.
            ",Popstar: Never Stop Never Stopping,Apatow Productions," 
               From , 
               ,
                    18
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjMxMzk2ODI4N15BMl5BanBnXkFtZTgwNzgzNzQ5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjMxMzk2ODI4N15BMl5BanBnXkFtZTgwNzgzNzQ5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/35d1f9cb7e5d2b9f8efc4dbd9b19b27c4ef3c17c.jpg', 'checksum': 'fe2b8a5e4ceebf443d5c071146027111'}]",Akiva Schaffer,"Andy Samberg,Akiva Schaffer","Andy Samberg,Jorma Taccone,Akiva Schaffer",,,"2,710","Andy Samberg,Jorma Taccone,Akiva Schaffer,Sarah Silverman,Tim Meadows,Maya Rudolph,Joan Cusack,Imogen Poots,Chris Redd,Edgar Blackmon,James Buckley,Evan Fine,Max Jenkins,Elliott Smith,Ahmir-Khalib Thompson,Carrie Underwood,Nas,Usher Raymond,50 Cent,Nicholas Azarian,Ringo Starr,Simon Cowell,Adam Levine,Akon,Mariah Carey,Danny Strong,Big Boy,D.J. Khaled,Rakim Mayers,Kevin Nealon,Mario Lopez,Patricia Schaffer,James Hegarty,Walker Borba,Will Arnett,Chelsea Peretti,Mike Birbiglia,Eric André,Bill Hader,Joanna Newsom,Jonah Goldstein,Andre Hyland,Mike Winfield,Danger Mouse,RZA,Chester Tam,T.I.,Pharrell Williams,Paul Scheer,Adrien Finkel,Christine Krumme,Joy Lanceta,Ben Newell,Walter Jones,Love Keith,Alison Sluiter,Isis Brown,Jimmy Fallon,Win Butler,Régine Chassagne,Steve Higgins,Derek Mears,Alison Rich,Martin Sheen,Will Forte,Marielle Heller,Snoop Dogg,Ithamar Enriquez,Liz Cackowski,'Weird Al' Yankovic,Michael Bolton,Damon Bryson,Kirk Douglas,David Guy,Mark Kelley,James Poyser,Ian Hendrickson-Smith,Tariq Trotter,Frank Walker,Sean Graham,Matt Baker,Zach Bartholomay,Keith Bauer,Mark Dyer,Chris Edrington,Kofi Elam,Guy Fernandez,Kristopher Giacomazzi,Mickey Giacomazzi,Cody Gilbert,Tony Lazzara,Mark Norby,Tom Roach,Erik Rondell,Scott Wilder,Manwe Saul Addison,Leah Adler,Carly Anderson,Amanda Cleghorn,Krystal Ellsworth,Brandon Henschel,Calvit Dolvin Hodge Jr.,Caitlynn Lawson,Alicia Mazepa,Allie Meixner,Kyle Robinson,Robert Roldan,Stephanie Scull,Ashley Seldon,Nikeva Stapleton,Chelsea Traille,Nathaniel Trasoras,C.J. Tyson,Chidi Ajufo,Carly Anderson,Halle Arbaugh,Eric Banzon,Kyle Barck,Shamekia Bowen,Cameron Brinkman,Carlena Britch,Cristian Burea,Ashley Caple,Bryan Casserly,Dan Castiglione,Melanie Cunningham,Ani Darcey,Armah David,Chad Davis,Karri Davis,Antoine de Lartigue,Robert Glen Decker,Jacob Dubizhansky,Greg Duncan,Mark Casimir Dyniewicz,Dion Earl,Erica Ficklin,Mandell Frazier,Jasmine Hester,Annie Hsu,Carolina Inoue,Jahmilla Jackson,Michael Janashvili,Taryn Jones,Frederick Keeve,Shannon Klein,Stephanie Langnas,Edward Losch,Christine Lozano,Frank Lui Geo,Kyrannio Margaros,Baraka May,Jill-Michele Melean,Amanda Misquez,Leo Montiel,DJ Nu-Mark,Monique Oberholzer,Pink,Cynthia Ramos,Sandra Rosko,Lee Roth,Lili Sepe,Rick Shattuck,Adonis Simmons,Moe Sleeper,Lane Smith Jr.,Narlyia Sterling,Nick Stern,Luci Suicide,Dorinda Townsend,Anita Tucker,Brandon Van Vliet,Emely von Oest,Madeleine Wade,Megan Wallace,Jamie Cunxia Wang,Jamila Webb,Briana White"
8.3,"
                    Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.
            ",Captain America: Civil War,Marvel Studios," 
               From , 
               ,
                    3
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg","6 May 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/f2b1110af79180b9ecc0d90c91764e5a5f8c40df.jpg', 'checksum': '9123f1805df04eebddc605d45708daee'}]",Anthony Russo,"Christopher Markus,Stephen McFeely","Chris Evans,Robert Downey Jr.,Scarlett Johansson",,,"228,455","Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Don Cheadle,Jeremy Renner,Chadwick Boseman,Paul Bettany,Elizabeth Olsen,Paul Rudd,Emily VanCamp,Tom Holland,Daniel Brühl,Frank Grillo,William Hurt,Martin Freeman,Marisa Tomei,John Kani,John Slattery,Hope Davis,Alfre Woodard,Michael A. Cook,Laughton Parchment,Gene Farber,Florence Kasumba,Cornell John,Sven Hönig,Josh Peck,Brent McGee,Be Satrazemis,Blair Jasin,Oliver Bigalke,Rafael Banasik,David De Vries,John Curran,Katie Amess,Austin Sanders,Brett Gentile,Matthew Anderson,Andrew Botchwey,Chase Bradfield,Ernest Charles,Hendricks Coates,Ethan Conde,Shen Dynes,Nathaniel Ellis,Jariah Ferguson,Evan French,Justin Freeman,Ralphael Grand'Pierre,Julian Grimes,Aaron Hayes,Austin Hooper,A. Jones,Myles Joseph,Stephen Lewis,Jacob Ludwick,Dmahrei McRae,Ashwin Mudaliar,Eli Ollinger,Parker Pape,Daniel Parada,Jonah Ruffin,Darryl Sampson,Cameron Sardone,Stanley Sellers,Miles Selles,Jacob Sung,Caden Wilkinson,Kim Scar,Jessica Walther-Gabory,Beniamino Brogi,Silvina Buchbauer,Henry Amadi,Ugochukwu Ani,Michael Anthony Rogers,Damion Poitier,Umar Khan,David Brown,Guy Fernandez,Jim Rash,Sophia Russo,Joe Russo,Stan Lee,Kerry Condon,Amelia Morck,Julianna Guill,Surely Alvelo,Brian Schaeffer,Nicholas Cordts,Jeff Glover,Ifeyinwa,Daniel Patrick Shook,Doug Stroup,Chris T. Adams,Chris Jai Alex,Lindsay Small Barrios,Jessica Bell,Carsten Berger,Jae Bireley,Àaron Brewster,Bricine Brown,Tyler Carden,Gregory Lee Cason,Teo Ciltia,Chuck Clark,Jameson Jamey Copeland,Marisol Correa,Missy Crowder-Compton,Jackie Dallas,Justin East,Dirk Ellis,Mark Falvo,Brent Moorer Gaskins,Martavious Gayles,Devan Gerlach,Tahseen Ghauri,Alonso Grandío,Austin Handle,Beverly Hanley,Cody Mark Hanna,De'Adrian Harmon,Anthony B. Harris,Rory Healy,Kimberly Hester Huffstetler,Lainey Kloes,Steve Knoll,Sanya Kongdara,Inder Kumar,Dominic M. Lee,Adrian Lockett,Stephanie Long,Rogelio Lorenzo,Phil Mallon,Aaron Manning,Dorry Marie,Alberto Tito Matos Jr.,Taylor McPherson,Michael Mercaldi,Heidi Moneymaker,Duane Moseley,Rob Muller,Lon Nease,William Ngo,Dennis Oestreich,Rajeev Pahuja,Anna Phillips,Carl A. Pitts,Lare Roberts,Anthony J Sacco,Ray Sahetapy,Austin Saunders,Patti Schellhaas,Jason Shwartz,Mike Sibley,Jay Silla,Manesh k Singh,Jamie Soricelli,Jason Speer,Chris Theisinger,Sarai Tinck,Emma Ve,Christof Veillon,Erick Wofford,Jane Wu,Kim Yannayon,Alexander Yassin,Alex Zelenka,Peter Luis Zimmerman"
6.4,"
                    Actors and extras reminisce about their time on the set of , (1977) and how making the film affected their lives.
            ",Elstree 1976,British Film Company," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMjQ0MDk4MDc1NV5BMl5BanBnXkFtZTgwNzk4OTQxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjQ0MDk4MDc1NV5BMl5BanBnXkFtZTgwNzk4OTQxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/27449a14c106bbb68429288a6e759c0840bcb800.jpg', 'checksum': '698df51bf6cc49a37bd8bd1c0dc7ba2e'}]",Jon Spira,Jon Spira,"Paul Blake,Jeremy Bulloch,John Chapman",,,210,"Paul Blake,Jeremy Bulloch,John Chapman,Anthony Forrest,Laurie Goode,Garrick Hagon,Derek Lyons,Angus MacInnes,David Prowse,Pam Rose"
6.6,"
                    The vacation of a famous rock star and a filmmaker is disrupted by the unexpected visit of an old friend and his daughter.
            ",A Bigger Splash,Frenesy Film Company," 
               From , 
               ,
                    173
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_UY268_CR0,0,182,268_AL_.jpg","13 May 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_UY268_CR0,0,182,268_AL_.jpg', 'path': 'full/fea471b8682e4025185b35699d6c7aafa0373094.jpg', 'checksum': '59ae0b298dca5907be0888e1cc8ab211'}]",Luca Guadagnino,"David Kajganich,Alain Page","Tilda Swinton,Matthias Schoenaerts,Ralph Fiennes",,,"3,521","Tilda Swinton,Matthias Schoenaerts,Ralph Fiennes,Dakota Johnson,Corrado Guzzanti,Alessandro Ferrara,David Maddalena,Salvatore Gabriele,Livio Franco Blandino,Aurore Clément,Lily McMenamy,Vito Rodo,Elena Bucci,Tom Stickley,Jerry Popiel,Taketo Gohara,Salvatore Cipri,Francesca Faccilongo,Giuseppe Spata,Francesco Leone,Antonino Bonomo,Giampiero La Cerra,Giafar Abdallah,Mahammedin Mahammed Ibrahim,Francesco Lo Pinto,Youness Zrhaiba,Vito Giusepe Rodo,Rosa Rodo,Tamara Rodo,Giovanni Pineda,Antonio Simone Farina,Fausto Amato,Camillo Piarulli"
7.6,"
                    An in-depth look at the life and work of avant-garde musician Frank Zappa.
            ",Eat That Question: Frank Zappa in His Own Words,,,"http://ia.media-imdb.com/images/M/MV5BMTEzMDg4NzIyNjVeQTJeQWpwZ15BbWU4MDE5NTYyMDkx._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTEzMDg4NzIyNjVeQTJeQWpwZ15BbWU4MDE5NTYyMDkx._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/7fb1da35128a6a2abf14be7909a532c1b9674d4b.jpg', 'checksum': '80af039e24b03c498b36c490fa10dbf9'}]",Thorsten Schütte,,Frank Zappa,,,17,Frank Zappa
6.9,"
                    Armando, a 50 year man, seeks young men in Caracas and pays them just for company. One day he meets Elder, a 17 years boy that is the leader of a criminal gang, and that meeting changes their lives forever.
            ",From Afar,Factor RH Producciones," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTUxNzI0MjUyNV5BMl5BanBnXkFtZTgwODE1NzYwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTUxNzI0MjUyNV5BMl5BanBnXkFtZTgwODE1NzYwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/5fe43e09a6bc44ee5570d9ee91d6c0a48bea86b5.jpg', 'checksum': '7cb72dd9b6546d31be96985f4621e901'}]",Lorenzo Vigas,"Lorenzo Vigas,Guillermo Arriaga","Alfredo Castro,Luis Silva,Jericó Montilla",,,718,"Alfredo Castro,Luis Silva,Jericó Montilla,Catherina Cardozo,Jorge Luis Bosque,Greymer Acosta,Auffer Camacho,Ivan Peña,Joretsis Ibarra,Yeimar Peralta,Scarlett Jaimes,Ernesto Campos,Marcos Moreno,Armando Volcanes,Jesús Las Rosas,Alí Rondón,Leovigildo Álvarez,Geralt Jiménez,Oswaldo Chacha,Felipe Massiani,Luigi Lopes"
6.3,"
                    A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.
            ",Mr. Right,Amasia Entertainment," 
               From , 
               ,
                    94
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BOTcxNjUyOTMwOV5BMl5BanBnXkFtZTgwMzUxMDk4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg","8 April 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BOTcxNjUyOTMwOV5BMl5BanBnXkFtZTgwMzUxMDk4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/089ea860bc7c045af0fbd283b7b2f0a4d5d3d3a6.jpg', 'checksum': '6f67d2449bd79b2d38772af725407b4f'}]",Paco Cabezas,Max Landis,"Anna Kendrick,Sam Rockwell,Tim Roth",,,"12,693","Sam Rockwell,Anna Kendrick,Tim Roth,James Ransone,Anson Mount,Michael Eklund,RZA,Katie Nehra,Jaiden Kaine,Douglas M. Griffin,Luis Da Silva Jr.,Elena Sanchez,Garrett Kruithof,Christopher Matthew Cook,Ross Gallo,Wendy McColm,Jimmy Gonzales,Kelly Connolly,Gigi Johnson,Jonathan Billions,Cooper Dodson,Alec Rayme,Sue Rock,Marcus M. Mauldin,Bradley Gallo,Lukas Bennett,Paco Cabezas,Quinn Early,Candice Harrison,Claire McReynolds,Sam Medina,Carl Singleton,Cléa Tournois,Shanna Vincent"
7.5,"
                    As an investment banker struggles after losing his wife in a tragic car crash, his increasingly confessional series of letters to a vending machine company catch the attention of a customer service rep with whom he forms an unlikely connection.
            ",Demolition,Black Label Media," 
               From , 
               ,
                    263
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_UY268_CR8,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_UY268_CR8,0,182,268_AL_.jpg', 'path': 'full/98df424fc9dba7329fcede4723f97255322fb440.jpg', 'checksum': 'e0847defae4b526f4ef1f2db7be46568'}]",Jean-Marc Vallée,Bryan Sipe,"Jake Gyllenhaal,Naomi Watts,Chris Cooper",,,"6,094","Jake Gyllenhaal,Naomi Watts,Chris Cooper,Judah Lewis,C.J. Wilson,Polly Draper,Malachy Cleary,Debra Monk,Heather Lind,Wass Stevens,Blaire Brooks,Ben Cole,Brendan Dooling,James Colby,Alfredo Narciso,Madison Arnold,Gregory Haney,James Young,Bjorn DuPaty,Jane Dashow,Tom Kemp,Royce Johnson,Hani Avital,Elizabeth Loyacano,Celia Au,Stephen Badalamenti,Mark Lewis,Aaron Bantum,Lytle Harper,Kevin Herbst,B Bastian,Helen Brackel,Connor Keegan Dosch,Danny Guzman,Vivian Kalinov,Gunnar Kraese,Isabella LeBlanc,Aiden Markowitz,Ailysch Markowitz,Nancy Ellen Shore,Zariah Singletary,George J. Vezina,Alexis Winter"
6.8,"
                    The artist Tom Sachs and his team of bricoleurs build a handmade space program and send two female astronauts to Mars.
            ",A Space Program,," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMjAwMDkzNTA3N15BMl5BanBnXkFtZTgwMDE5MDgwODE@._V1_UX182_CR0,0,182,268_AL_.jpg","18 March 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjAwMDkzNTA3N15BMl5BanBnXkFtZTgwMDE5MDgwODE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/4e276dd321b2b215d6521723b7ead13fe1737360.jpg', 'checksum': '23ba9395740cccec50d841a8a686389d'}]",Van Neistat,"Hailey Gates,Van Neistat",Hailey Gates,,,25,Hailey Gates
6.9,"
                    Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.
            ",Hardcore Henry,Bazelevs Production," 
               From , 
               ,
                    25
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg","8 April 2016 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/2adfbd3daff149a73133decd833e260c63090798.jpg', 'checksum': '4106f27f7c3f713a5c80bf8ce6f1cf88'}]",Ilya Naishuller,"Ilya Naishuller,Will Stewart","Sharlto Copley,Tim Roth,Haley Bennett",,,"17,682","Sharlto Copley,Danila Kozlovsky,Haley Bennett,Tim Roth,Andrei Dementiev,Svetlana Ustinova,Darya Charusha,Oleg Poddubnyy,Jack Hahn,Cyrus Arnold,Jake Karlen,Will Stewart,Ilya Naishuller,Martin Cooke,Sergey Chekrygin,Vladimir Lukyanchikov,Andrey Berezkin,Prokhor Zikora,Ravshana Kurkova,Vasiliy Bobylev,Ilya Kondratev,Michael Mikhitarov,Regina Surmina,Roman Leshenko,Mikhail Izotov,Sergei Solomonov,Alexander Kraevskiy,Alexander Pchela,Ivan Isyanov,Varvara Borodina,Lado Kvataniya,Alexey Alekseev,Alexei Zamararv,Alexey Agafonov,Victor Gorbachev,Boris Barabanov,Sergey Shnurov,Rostislav Kaptur,Tatiana Paladiy,Victoria Golubtsova,Uliya Stetsenko,Olga Chudakova,Aleksander Gordeev,Oleg Ermolaev,Polina Zueva,Liya Sitdikova,Bruce N. Chelemer,Sergey Mezentsev,Helga Lovekaty,Bruce Grant,Aliya Lando,Elena Skvortsova,Anastasiya Akulina,Yuliya Amirova,Marina Vezhnavets,Maria Vishnjakova,Dina Grebeneva,Diana Dzhemeleva,Marina Zinoveva,Yuliya Kovaleva,Ekaterina Karmanova,Olga Korobitsina,Svetlana Malyisheva,Olga Miromanova,Anna Mozhaeva,Natalya Obedkova,Ksenija Orlova,Alisa Poperechnaya,Anna Sushko,Natalya Sushkova,Anna Shumeyko,Elena Berkova,Svetlana Alekseeva,Evgenia Lukyanova,Diana Shugurova,Elena Pavlovskaya,Tatyana Abramova,Marina Celisheva,Svetlana Gvozdeva,Anton Banin,Uliya Ivanova,Ivan Kolomicev,Aleksandr Firsanov,Kirill Serebrennikov,Aleksandr Yatsenko,Polina Filonenko,Sergey Valyaev,Kirill Byrkin,Evgeniy Pilipenko,Vitaly Voskeresenski,Aleksandr Pal,Alexander Podshibiakin,Evgeniy Bazhenov,Andrei Rusanov,Boris Bolelov,Feodor Elutine"
